Neurons,% Error,number of patterns,iterations
101.0,0.4,6389.0,1.2
101.0,0.0,6397.0,1.0
101.0,0.0,6421.0,1.0
101.0,0.0,6427.0,1.0
101.0,0.0,6449.0,1.0
101.0,0.2,6451.0,1.0
101.0,0.0,6469.0,1.0
101.0,0.0,6473.0,1.0
101.0,0.2,6481.0,1.0
101.0,0.2,6491.0,1.0
101.0,0.0,6521.0,1.0
101.0,0.0,6529.0,1.0
101.0,0.0,6547.0,1.0
101.0,0.0,6551.0,1.0
101.0,0.2,6553.0,1.0
101.0,0.0,6563.0,1.0
101.0,0.2,6569.0,1.0
101.0,0.0,6571.0,1.0
101.0,0.4,6577.0,1.0
101.0,0.0,6581.0,1.0
101.0,0.6,6599.0,1.2
101.0,0.0,6607.0,1.0
101.0,0.2,6619.0,1.0
101.0,0.0,6637.0,1.0
101.0,0.2,6653.0,1.0
101.0,0.0,6659.0,1.0
101.0,0.0,6661.0,1.0
101.0,0.0,6673.0,1.0
101.0,0.0,6679.0,1.0
101.0,0.0,6689.0,1.0
101.0,0.0,6691.0,1.0
101.0,0.0,6701.0,1.0
101.0,0.0,6703.0,1.0
101.0,0.2,6709.0,1.0
101.0,0.2,6719.0,1.0
101.0,0.2,6733.0,1.0
101.0,0.0,6737.0,1.0
101.0,0.0,6761.0,1.0
101.0,0.0,6763.0,1.0
101.0,0.0,6779.0,1.0
101.0,0.2,6781.0,1.0
101.0,0.0,6791.0,1.0
101.0,0.0,6793.0,1.0
101.0,0.0,6803.0,1.0
101.0,0.2,6823.0,1.0
101.0,0.0,6827.0,1.0
101.0,0.4,6829.0,1.0
101.0,0.0,6833.0,1.0
101.0,0.8,6841.0,2.6
101.0,0.2,6857.0,1.0
101.0,0.0,6863.0,1.0
101.0,0.0,6869.0,1.0
101.0,0.2,6871.0,1.0
101.0,0.0,6883.0,1.0
101.0,0.0,6899.0,1.0
101.0,0.0,6907.0,1.0
101.0,0.0,6911.0,1.0
101.0,0.4,6917.0,1.0
101.0,0.0,6947.0,1.0
101.0,0.0,6949.0,1.0
101.0,0.2,6959.0,1.0
101.0,0.0,6961.0,1.0
101.0,0.0,6967.0,1.0
101.0,0.0,6971.0,1.0
101.0,0.4,6977.0,1.0
101.0,0.0,6983.0,1.0
101.0,0.2,6991.0,1.0
101.0,0.0,6997.0,1.0
101.0,0.2,7001.0,1.0
101.0,0.0,7013.0,1.0
101.0,0.0,7019.0,1.0
101.0,0.2,7027.0,1.0
101.0,0.0,7039.0,1.0
101.0,0.0,7043.0,1.0
101.0,0.0,7057.0,1.0
101.0,0.0,7069.0,1.0
101.0,0.0,7079.0,1.0
101.0,0.0,7103.0,1.0
101.0,0.0,7109.0,1.0
101.0,0.0,7121.0,1.0
101.0,0.6,7127.0,1.6
101.0,0.0,7129.0,1.0
101.0,0.0,7151.0,1.0
101.0,0.0,7159.0,1.0
101.0,0.0,7177.0,1.0
101.0,0.4,7187.0,1.0
101.0,0.0,7193.0,1.0
101.0,0.4,7207.0,1.0
101.0,0.2,7211.0,1.0
101.0,0.0,7213.0,1.0
101.0,0.0,7219.0,1.0
101.0,0.2,7229.0,1.0
101.0,0.0,7237.0,1.0
101.0,0.0,7243.0,1.0
101.0,0.0,7247.0,1.0
101.0,0.2,7253.0,1.0
101.0,0.0,7283.0,1.0
101.0,0.2,7297.0,1.0
101.0,0.2,7307.0,1.0
101.0,0.0,7309.0,1.0
101.0,0.0,7321.0,1.0
101.0,0.0,7331.0,1.0
101.0,0.0,7333.0,1.0
101.0,0.4,7349.0,1.4
101.0,0.0,7351.0,1.0
101.0,0.0,7369.0,1.0
101.0,0.6,7393.0,1.8
101.0,0.4,7411.0,1.0
101.0,0.2,7417.0,1.0
101.0,0.0,7433.0,1.0
101.0,0.0,7451.0,1.0
101.0,0.0,7457.0,1.0
101.0,0.0,7459.0,1.0
101.0,0.4,7477.0,3.2
101.0,0.2,7481.0,1.0
101.0,0.2,7487.0,1.0
101.0,0.0,7489.0,1.0
101.0,0.0,7499.0,1.0
101.0,0.0,7507.0,1.0
101.0,0.0,7517.0,1.0
101.0,0.2,7523.0,1.0
101.0,0.0,7529.0,1.0
101.0,0.0,7537.0,1.0
101.0,0.2,7541.0,1.0
101.0,0.0,7547.0,1.0
101.0,0.4,7549.0,1.0
101.0,0.2,7559.0,1.0
101.0,0.2,7561.0,1.0
101.0,0.2,7573.0,2.4
101.0,0.2,7577.0,1.0
101.0,0.0,7583.0,1.0
101.0,0.0,7589.0,1.0
101.0,0.0,7591.0,1.0
101.0,0.0,7603.0,1.0
101.0,0.2,7607.0,1.0
101.0,0.0,7621.0,1.0
101.0,0.2,7639.0,1.0
101.0,0.2,7643.0,1.0
101.0,0.0,7649.0,1.0
101.0,0.0,7669.0,1.0
101.0,0.0,7673.0,1.0
101.0,0.2,7681.0,1.0
101.0,0.0,7687.0,1.0
101.0,0.2,7691.0,1.0
101.0,0.0,7699.0,1.0
101.0,0.4,7703.0,1.6
101.0,0.0,7717.0,1.0
101.0,0.2,7723.0,1.0
101.0,0.0,7727.0,1.0
101.0,0.0,7741.0,1.0
101.0,0.4,7753.0,1.0
101.0,0.4,7757.0,1.4
101.0,0.0,7759.0,1.0
101.0,0.0,7789.0,1.0
101.0,0.2,7793.0,1.0
101.0,0.0,7817.0,1.0
101.0,0.2,7823.0,1.0
101.0,0.0,7829.0,1.0
101.0,0.0,7841.0,1.0
101.0,0.0,7853.0,1.0
101.0,0.4,7867.0,1.0
101.0,0.2,7873.0,1.0
101.0,0.2,7877.0,1.0
101.0,0.2,7879.0,1.0
101.0,0.0,7883.0,1.0
101.0,0.0,7901.0,1.0
101.0,0.0,7907.0,1.0
101.0,0.2,7919.0,1.0
101.0,0.4,7927.0,1.0
101.0,0.0,7933.0,1.0
101.0,0.0,7937.0,1.0
101.0,0.2,7949.0,1.0
101.0,0.2,7951.0,1.0
101.0,0.0,7963.0,1.0
101.0,0.2,7993.0,1.0
101.0,0.2,8009.0,1.0
101.0,0.4,8011.0,1.0
101.0,0.0,8017.0,1.0
101.0,0.4,8039.0,1.2
101.0,0.2,8053.0,1.0
101.0,0.0,8059.0,1.0
101.0,0.2,8069.0,1.0
101.0,0.4,8081.0,1.0
101.0,0.2,8087.0,1.2
101.0,0.4,8089.0,1.0
101.0,0.2,8093.0,1.0
101.0,0.0,8101.0,1.0
101.0,0.0,8111.0,1.0
101.0,0.0,8117.0,1.0
101.0,0.4,8123.0,1.0
101.0,1.0,8147.0,1.0
101.0,0.4,8161.0,1.0
101.0,0.2,8167.0,1.0
101.0,0.4,8171.0,1.0
101.0,0.4,8179.0,1.0
101.0,0.0,8191.0,1.0
101.0,0.2,8209.0,1.0
101.0,0.2,8219.0,1.0
101.0,0.2,8221.0,1.0
101.0,0.4,8231.0,1.2
101.0,0.2,8233.0,1.0
101.0,0.0,8237.0,1.0
101.0,0.4,8243.0,1.0
101.0,0.0,8263.0,1.0
101.0,0.2,8269.0,1.0
101.0,0.2,8273.0,1.0
101.0,0.2,8287.0,1.0
101.0,0.2,8291.0,1.0
101.0,0.2,8293.0,1.0
101.0,0.0,8297.0,1.0
101.0,0.2,8311.0,1.0
101.0,0.2,8317.0,1.2
101.0,0.4,8329.0,1.0
101.0,0.2,8353.0,1.0
101.0,0.2,8363.0,1.0
101.0,0.0,8369.0,1.0
101.0,0.0,8377.0,1.0
101.0,0.2,8387.0,1.0
101.0,0.2,8389.0,1.0
101.0,0.0,8419.0,1.0
101.0,0.2,8423.0,1.0
101.0,0.0,8429.0,1.0
101.0,0.6,8431.0,1.0
101.0,0.6,8443.0,2.2
101.0,0.2,8447.0,1.0
101.0,0.6,8461.0,1.0
101.0,0.6,8467.0,1.2
101.0,0.2,8501.0,1.0
101.0,0.2,8513.0,1.0
101.0,0.2,8521.0,1.0
101.0,0.2,8527.0,1.0
101.0,0.0,8537.0,1.0
101.0,0.4,8539.0,1.0
101.0,0.2,8543.0,1.0
101.0,0.2,8563.0,1.0
101.0,0.0,8573.0,1.0
101.0,0.2,8581.0,1.0
101.0,0.4,8597.0,1.0
101.0,0.2,8599.0,1.0
101.0,0.4,8609.0,1.0
101.0,0.2,8623.0,1.0
101.0,0.6,8627.0,1.0
101.0,0.6,8629.0,1.0
101.0,0.0,8641.0,1.0
101.0,0.2,8647.0,1.0
101.0,0.4,8663.0,1.0
101.0,0.4,8669.0,1.0
101.0,0.0,8677.0,1.0
101.0,0.2,8681.0,1.0
101.0,0.2,8689.0,1.0
101.0,0.0,8693.0,1.0
101.0,0.8,8699.0,2.4
101.0,0.2,8707.0,1.0
101.0,0.0,8713.0,1.0
101.0,0.0,8719.0,1.0
101.0,0.0,8731.0,1.0
101.0,0.4,8737.0,1.0
101.0,0.0,8741.0,1.0
101.0,0.2,8747.0,1.2
101.0,1.2,8753.0,1.0
101.0,0.0,8761.0,1.0
101.0,0.4,8779.0,1.4
101.0,0.0,8783.0,1.0
101.0,0.6,8803.0,1.0
101.0,0.2,8807.0,1.0
101.0,0.4,8819.0,1.0
101.0,0.4,8821.0,1.0
101.0,0.6,8831.0,1.0
101.0,0.8,8837.0,1.0
101.0,0.0,8839.0,1.0
101.0,0.8,8849.0,1.0
101.0,0.0,8861.0,1.0
101.0,0.2,8863.0,1.0
101.0,0.2,8867.0,1.0
101.0,0.6,8887.0,1.0
101.0,0.0,8893.0,1.0
101.0,0.8,8923.0,1.0
101.0,1.0,8929.0,3.2
101.0,0.2,8933.0,1.0
101.0,0.0,8941.0,1.0
101.0,0.4,8951.0,1.0
101.0,0.2,8963.0,1.0
101.0,0.2,8969.0,1.0
101.0,0.4,8971.0,1.2
101.0,0.0,8999.0,1.0
101.0,0.4,9001.0,1.0
101.0,0.2,9007.0,1.0
101.0,0.6,9011.0,1.0
101.0,0.4,9013.0,1.0
101.0,0.0,9029.0,1.0
101.0,0.0,9041.0,1.0
101.0,0.4,9043.0,1.0
101.0,0.4,9049.0,1.0
101.0,0.4,9059.0,1.4
101.0,1.0,9067.0,1.2
101.0,0.6,9091.0,1.0
101.0,0.6,9103.0,1.0
101.0,0.8,9109.0,1.6
101.0,0.0,9127.0,1.0
101.0,0.4,9133.0,1.0
101.0,0.4,9137.0,1.0
101.0,0.6,9151.0,1.2
101.0,0.2,9157.0,1.0
101.0,0.8,9161.0,1.0
101.0,0.2,9173.0,1.0
101.0,0.0,9181.0,1.0
101.0,0.6,9187.0,1.0
101.0,0.2,9199.0,1.0
101.0,0.0,9203.0,1.0
101.0,0.4,9209.0,1.2
101.0,0.4,9221.0,1.2
101.0,0.2,9227.0,1.0
101.0,0.2,9239.0,1.0
101.0,0.4,9241.0,1.0
101.0,0.0,9257.0,1.0
101.0,0.8,9277.0,1.0
101.0,1.0,9281.0,2.8
101.0,0.8,9283.0,1.2
101.0,0.2,9293.0,1.0
101.0,0.4,9311.0,1.0
101.0,0.2,9319.0,1.0
101.0,0.2,9323.0,1.0
101.0,0.2,9337.0,1.0
101.0,0.6,9341.0,1.0
101.0,0.2,9343.0,1.0
101.0,0.2,9349.0,1.0
101.0,0.4,9371.0,1.0
101.0,1.0,9377.0,1.0
101.0,0.6,9391.0,1.2
101.0,0.6,9397.0,2.2
101.0,0.2,9403.0,1.0
101.0,0.6,9413.0,1.2
101.0,0.4,9419.0,1.0
101.0,0.4,9421.0,1.0
101.0,0.2,9431.0,1.0
101.0,0.2,9433.0,1.0
101.0,0.4,9437.0,1.0
101.0,0.6,9439.0,1.0
101.0,0.2,9461.0,1.0
101.0,0.0,9463.0,1.0
101.0,0.2,9467.0,1.0
101.0,0.2,9473.0,1.0
101.0,0.6,9479.0,1.0
101.0,0.2,9491.0,1.0
101.0,0.0,9497.0,1.0
101.0,0.6,9511.0,1.0
101.0,0.2,9521.0,1.0
101.0,0.4,9533.0,2.4
101.0,0.6,9539.0,1.2
101.0,0.6,9547.0,1.0
101.0,0.0,9551.0,1.0
101.0,0.4,9587.0,1.2
101.0,0.4,9601.0,1.0
101.0,0.4,9613.0,1.0
101.0,0.0,9619.0,1.0
101.0,0.4,9623.0,1.0
101.0,0.2,9629.0,1.0
101.0,0.4,9631.0,1.0
101.0,0.0,9643.0,1.0
101.0,0.4,9649.0,1.0
101.0,1.0,9661.0,2.4
101.0,0.4,9677.0,1.0
101.0,0.2,9679.0,1.0
101.0,0.2,9689.0,1.0
101.0,0.4,9697.0,1.0
101.0,0.4,9719.0,1.0
101.0,0.4,9721.0,1.0
101.0,0.0,9733.0,1.0
101.0,0.8,9739.0,1.6
101.0,0.0,9743.0,1.0
101.0,0.2,9749.0,1.0
101.0,0.4,9767.0,1.0
101.0,1.4,9769.0,1.4
101.0,0.2,9781.0,1.0
101.0,0.4,9787.0,1.0
101.0,1.0,9791.0,1.4
101.0,1.0,9803.0,1.2
101.0,1.0,9811.0,1.0
101.0,0.2,9817.0,1.0
101.0,1.8,9829.0,1.6
101.0,0.2,9833.0,1.0
101.0,0.0,9839.0,1.0
101.0,1.2,9851.0,1.0
101.0,1.0,9857.0,1.0
101.0,0.8,9859.0,1.0
101.0,0.8,9871.0,1.0
101.0,0.8,9883.0,1.6
101.0,1.2,9887.0,1.2
101.0,0.8,9901.0,1.8
101.0,1.0,9907.0,1.2
101.0,0.0,9923.0,1.0
101.0,0.4,9929.0,1.0
101.0,0.4,9931.0,1.0
101.0,0.2,9941.0,1.4
101.0,0.8,9949.0,1.8
101.0,0.0,9967.0,1.0
101.0,0.6,9973.0,1.0
